@timestamp,@message
2023-11-29 18:49:44.444,"{'loss': 0.1083, 'learning_rate': 2.9051696796701556e-05, 'epoch': 2.56}"
2023-11-29 18:47:32.410,"{'loss': 0.078, 'learning_rate': 2.9368855058674277e-05, 'epoch': 2.56}"
2023-11-29 18:45:20.376,"{'loss': 0.0621, 'learning_rate': 2.9686013320647004e-05, 'epoch': 2.55}"
2023-11-29 18:43:08.342,"{'loss': 0.102, 'learning_rate': 3.0003171582619725e-05, 'epoch': 2.55}"
2023-11-29 18:40:56.309,"{'loss': 0.0766, 'learning_rate': 3.0320329844592453e-05, 'epoch': 2.55}"
2023-11-29 18:38:44.277,"{'loss': 0.0884, 'learning_rate': 3.0637488106565174e-05, 'epoch': 2.54}"
2023-11-29 18:36:33.244,"{'loss': 0.0956, 'learning_rate': 3.0954646368537905e-05, 'epoch': 2.54}"
2023-11-29 18:34:21.212,"{'loss': 0.0879, 'learning_rate': 3.127180463051062e-05, 'epoch': 2.53}"
2023-11-29 18:32:09.180,"{'loss': 0.0758, 'learning_rate': 3.158896289248335e-05, 'epoch': 2.53}"
2023-11-29 18:29:57.146,"{'loss': 0.0962, 'learning_rate': 3.190612115445608e-05, 'epoch': 2.52}"
2023-11-29 18:27:45.112,"{'loss': 0.0936, 'learning_rate': 3.2223279416428796e-05, 'epoch': 2.52}"
2023-11-29 18:25:33.077,"{'loss': 0.1365, 'learning_rate': 3.254043767840153e-05, 'epoch': 2.51}"
2023-11-29 18:23:21.043,"{'loss': 0.0923, 'learning_rate': 3.2857595940374245e-05, 'epoch': 2.51}"
2023-11-29 18:21:10.011,"{'loss': 0.0838, 'learning_rate': 3.3174754202346976e-05, 'epoch': 2.5}"
2023-11-29 18:18:57.978,"{'loss': 0.1202, 'learning_rate': 3.3491912464319694e-05, 'epoch': 2.5}"
2023-11-29 18:16:45.944,"{'loss': 0.0576, 'learning_rate': 3.380907072629242e-05, 'epoch': 2.49}"
2023-11-29 18:14:33.911,"{'loss': 0.0712, 'learning_rate': 3.412622898826515e-05, 'epoch': 2.49}"
2023-11-29 18:12:21.879,"{'loss': 0.07, 'learning_rate': 3.444338725023787e-05, 'epoch': 2.48}"
2023-11-29 18:10:09.846,"{'loss': 0.1048, 'learning_rate': 3.47605455122106e-05, 'epoch': 2.48}"
2023-11-29 18:07:57.814,"{'loss': 0.0714, 'learning_rate': 3.5077703774183316e-05, 'epoch': 2.47}"
2023-11-29 18:05:45.780,"{'loss': 0.1182, 'learning_rate': 3.539486203615605e-05, 'epoch': 2.47}"
2023-11-29 18:03:34.746,"{'loss': 0.072, 'learning_rate': 3.5712020298128764e-05, 'epoch': 2.46}"
2023-11-29 18:01:22.714,"{'loss': 0.0896, 'learning_rate': 3.602917856010149e-05, 'epoch': 2.46}"
2023-11-29 17:59:10.680,"{'loss': 0.1377, 'learning_rate': 3.634633682207422e-05, 'epoch': 2.45}"
2023-11-29 17:56:58.645,"{'loss': 0.1036, 'learning_rate': 3.666349508404694e-05, 'epoch': 2.45}"
2023-11-29 17:54:46.612,"{'loss': 0.1133, 'learning_rate': 3.698065334601967e-05, 'epoch': 2.45}"
2023-11-29 17:52:34.578,"{'loss': 0.08, 'learning_rate': 3.7297811607992386e-05, 'epoch': 2.44}"
2023-11-29 17:50:22.544,"{'loss': 0.0876, 'learning_rate': 3.761496986996512e-05, 'epoch': 2.44}"
2023-11-29 17:48:10.509,"{'loss': 0.1001, 'learning_rate': 3.793212813193784e-05, 'epoch': 2.43}"
2023-11-29 17:45:58.476,"{'loss': 0.0829, 'learning_rate': 3.824928639391056e-05, 'epoch': 2.43}"
2023-11-29 17:43:47.442,"{'loss': 0.0688, 'learning_rate': 3.856644465588329e-05, 'epoch': 2.42}"
2023-11-29 17:41:35.409,"{'loss': 0.0743, 'learning_rate': 3.888360291785601e-05, 'epoch': 2.42}"
2023-11-29 17:39:23.374,"{'loss': 0.1264, 'learning_rate': 3.920076117982874e-05, 'epoch': 2.41}"
2023-11-29 17:37:11.339,"{'loss': 0.1141, 'learning_rate': 3.951791944180146e-05, 'epoch': 2.41}"
2023-11-29 17:34:59.305,"{'loss': 0.0931, 'learning_rate': 3.983507770377419e-05, 'epoch': 2.4}"
2023-11-29 17:32:47.270,"{'loss': 0.0888, 'learning_rate': 4.015223596574691e-05, 'epoch': 2.4}"
2023-11-29 17:30:35.236,"{'loss': 0.0479, 'learning_rate': 4.046939422771963e-05, 'epoch': 2.39}"
2023-11-29 17:28:24.203,"{'loss': 0.083, 'learning_rate': 4.078655248969236e-05, 'epoch': 2.39}"
2023-11-29 17:26:12.169,"{'loss': 0.0896, 'learning_rate': 4.110371075166508e-05, 'epoch': 2.38}"
2023-11-29 17:24:00.135,"{'loss': 0.0765, 'learning_rate': 4.142086901363781e-05, 'epoch': 2.38}"
2023-11-29 17:21:48.101,"{'loss': 0.0607, 'learning_rate': 4.173802727561053e-05, 'epoch': 2.37}"
2023-11-29 17:19:36.067,"{'loss': 0.0577, 'learning_rate': 4.205518553758326e-05, 'epoch': 2.37}"
2023-11-29 17:17:24.032,"{'loss': 0.116, 'learning_rate': 4.237234379955598e-05, 'epoch': 2.36}"
2023-11-29 17:15:11.999,"{'loss': 0.1401, 'learning_rate': 4.26895020615287e-05, 'epoch': 2.36}"
2023-11-29 17:12:59.965,"{'loss': 0.0795, 'learning_rate': 4.300666032350143e-05, 'epoch': 2.35}"
2023-11-29 17:10:48.932,"{'loss': 0.0852, 'learning_rate': 4.332381858547415e-05, 'epoch': 2.35}"
2023-11-29 17:08:36.899,"{'loss': 0.1228, 'learning_rate': 4.364097684744688e-05, 'epoch': 2.35}"
2023-11-29 17:06:24.866,"{'loss': 0.0659, 'learning_rate': 4.39581351094196e-05, 'epoch': 2.34}"
2023-11-29 17:04:12.831,"{'loss': 0.0633, 'learning_rate': 4.427529337139233e-05, 'epoch': 2.34}"
2023-11-29 17:02:00.798,"{'loss': 0.1028, 'learning_rate': 4.4592451633365054e-05, 'epoch': 2.33}"
2023-11-29 16:59:48.764,"{'loss': 0.1021, 'learning_rate': 4.490960989533777e-05, 'epoch': 2.33}"
2023-11-29 16:57:36.730,"{'loss': 0.0515, 'learning_rate': 4.52267681573105e-05, 'epoch': 2.32}"
2023-11-29 16:55:25.696,"{'loss': 0.0709, 'learning_rate': 4.554392641928322e-05, 'epoch': 2.32}"
2023-11-29 16:53:13.660,"{'loss': 0.0547, 'learning_rate': 4.586108468125595e-05, 'epoch': 2.31}"
2023-11-29 16:51:01.627,"{'loss': 0.1346, 'learning_rate': 4.617824294322867e-05, 'epoch': 2.31}"
2023-11-29 16:48:49.594,"{'loss': 0.1006, 'learning_rate': 4.64954012052014e-05, 'epoch': 2.3}"
2023-11-29 16:46:37.560,"{'loss': 0.1328, 'learning_rate': 4.6812559467174125e-05, 'epoch': 2.3}"
2023-11-29 16:44:25.527,"{'loss': 0.1189, 'learning_rate': 4.712971772914684e-05, 'epoch': 2.29}"
2023-11-29 16:42:13.493,"{'loss': 0.1052, 'learning_rate': 4.7446875991119573e-05, 'epoch': 2.29}"
2023-11-29 16:40:02.459,"{'loss': 0.0694, 'learning_rate': 4.776403425309229e-05, 'epoch': 2.28}"
2023-11-29 16:37:50.426,"{'loss': 0.0777, 'learning_rate': 4.808119251506502e-05, 'epoch': 2.28}"
2023-11-29 16:35:38.392,"{'loss': 0.1086, 'learning_rate': 4.839835077703774e-05, 'epoch': 2.27}"
2023-11-29 16:33:26.358,"{'loss': 0.1356, 'learning_rate': 4.871550903901047e-05, 'epoch': 2.27}"
2023-11-29 16:31:14.324,"{'loss': 0.0922, 'learning_rate': 4.9032667300983195e-05, 'epoch': 2.26}"
2023-11-29 16:29:02.289,"{'loss': 0.0918, 'learning_rate': 4.934982556295591e-05, 'epoch': 2.26}"
2023-11-29 16:26:50.255,"{'loss': 0.0912, 'learning_rate': 4.9666983824928644e-05, 'epoch': 2.25}"
2023-11-29 16:24:38.222,"{'loss': 0.116, 'learning_rate': 4.998414208690136e-05, 'epoch': 2.25}"
2023-11-29 16:22:26.189,"{'loss': 0.0577, 'learning_rate': 5.030130034887409e-05, 'epoch': 2.25}"
2023-11-29 16:20:15.155,"{'loss': 0.0995, 'learning_rate': 5.061845861084682e-05, 'epoch': 2.24}"
2023-11-29 16:18:03.123,"{'loss': 0.0869, 'learning_rate': 5.0935616872819535e-05, 'epoch': 2.24}"
2023-11-29 16:15:51.091,"{'loss': 0.1241, 'learning_rate': 5.1252775134792266e-05, 'epoch': 2.23}"
2023-11-29 16:13:39.057,"{'loss': 0.0712, 'learning_rate': 5.156993339676499e-05, 'epoch': 2.23}"
2023-11-29 16:11:27.023,"{'loss': 0.0878, 'learning_rate': 5.188709165873771e-05, 'epoch': 2.22}"
2023-11-29 16:09:14.990,"{'loss': 0.0989, 'learning_rate': 5.220424992071043e-05, 'epoch': 2.22}"
2023-11-29 16:07:02.957,"{'loss': 0.0956, 'learning_rate': 5.2521408182683164e-05, 'epoch': 2.21}"
2023-11-29 16:04:50.923,"{'loss': 0.0693, 'learning_rate': 5.283856644465589e-05, 'epoch': 2.21}"
2023-11-29 16:02:39.891,"{'loss': 0.0739, 'learning_rate': 5.3155724706628606e-05, 'epoch': 2.2}"
2023-11-29 16:00:27.859,"{'loss': 0.0873, 'learning_rate': 5.347288296860134e-05, 'epoch': 2.2}"
2023-11-29 15:58:15.827,"{'loss': 0.0745, 'learning_rate': 5.379004123057406e-05, 'epoch': 2.19}"
2023-11-29 15:56:03.794,"{'loss': 0.0803, 'learning_rate': 5.410719949254678e-05, 'epoch': 2.19}"
2023-11-29 15:53:51.760,"{'loss': 0.0927, 'learning_rate': 5.44243577545195e-05, 'epoch': 2.18}"
2023-11-29 15:51:39.725,"{'loss': 0.141, 'learning_rate': 5.4741516016492234e-05, 'epoch': 2.18}"
2023-11-29 15:49:27.692,"{'loss': 0.0757, 'learning_rate': 5.505867427846496e-05, 'epoch': 2.17}"
2023-11-29 15:47:16.658,"{'loss': 0.1189, 'learning_rate': 5.5375832540437676e-05, 'epoch': 2.17}"
2023-11-29 15:45:04.623,"{'loss': 0.0978, 'learning_rate': 5.569299080241041e-05, 'epoch': 2.16}"
2023-11-29 15:42:52.590,"{'loss': 0.0969, 'learning_rate': 5.601014906438313e-05, 'epoch': 2.16}"
2023-11-29 15:40:40.556,"{'loss': 0.0921, 'learning_rate': 5.632730732635585e-05, 'epoch': 2.16}"
2023-11-29 15:38:28.522,"{'loss': 0.0501, 'learning_rate': 5.6644465588328574e-05, 'epoch': 2.15}"
2023-11-29 15:36:16.489,"{'loss': 0.1155, 'learning_rate': 5.6961623850301305e-05, 'epoch': 2.15}"
2023-11-29 15:34:04.455,"{'loss': 0.0763, 'learning_rate': 5.727878211227403e-05, 'epoch': 2.14}"
2023-11-29 15:31:52.421,"{'loss': 0.081, 'learning_rate': 5.759594037424675e-05, 'epoch': 2.14}"
2023-11-29 15:29:41.388,"{'loss': 0.0747, 'learning_rate': 5.791309863621948e-05, 'epoch': 2.13}"
2023-11-29 15:27:29.354,"{'loss': 0.0767, 'learning_rate': 5.82302568981922e-05, 'epoch': 2.13}"
2023-11-29 15:25:17.319,"{'loss': 0.0697, 'learning_rate': 5.854741516016492e-05, 'epoch': 2.12}"
2023-11-29 15:23:05.286,"{'loss': 0.0978, 'learning_rate': 5.8864573422137645e-05, 'epoch': 2.12}"
2023-11-29 15:20:53.252,"{'loss': 0.0957, 'learning_rate': 5.9181731684110376e-05, 'epoch': 2.11}"
